Surface sprctrum from AMT13
Measured at 6 wavebands intepolated to get 15
Format: I5,F15.6 
  400  0.003299
  425  0.003538
  450  0.003741
  475  0.003865
  500  0.003868
  525  0.003744
  550  0.003660
  575  0.003467
  600  0.003203
  625  0.002939
  650  0.002674
  675  0.002410
  700  0.002145

